causa,nivel,frecuencia,nivel_probabilidad,origen
FASCITIS NODULAR,2,4.0,1.0,manual
OTROS ESTAFILOCOCOS COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPÍTULOS,2,4.0,1.0,manual
"TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE MÚLTIPLES DROGAS Y AL USO DE OTRAS SUSTANCIAS PSICOACTIVAS, TRASTORNO MENTAL Y DEL COMPORTAMIENTO, NO ESPECIFICADO",2,4.0,1.0,manual
"DERMATITIS DE CONTACTO POR IRRITANTES, DEBIDA A DROGAS EN CONTACTO CON LA PIEL",1,4.0,1.0,manual
TUMOR MALIGNO SECUNDARIO DEL MEDIASTINO,3,4.0,1.0,manual
GASTRITIS ALCOHÓLICA,1,4.0,1.0,manual
CONSULTA PARA ASESORÍA POR ABUSO DE TABACO,1,4.0,1.0,manual
HERIDA MÚLTIPLE DE LA PARED TORÁCICA,2,4.0,1.0,manual
"HERIDAS DEL TORAX, PARTE NO ESPECIFICADA",2,4.0,1.0,manual
AUSENCIA DEL IRIS,1,4.0,1.0,manual
"FACOMATOSIS, NO CLASIFICADA EN OTRA PARTE",3,4.0,1.0,manual
TRAUMATISMO DE LA VENA POPLÍTEA,3,4.0,1.0,manual
"PRURITO, NO ESPECIFICADO",1,4.0,1.0,manual
"VÍCTIMA DE ERUPCIÓN VOLCÁNICA, VIVIENDA",3,4.0,1.0,manual
EFECTOS ADVERSOS DE BENZODIAZEPINAS,1,4.0,1.0,manual
"OTROS TRAUMATISMOS DE MIEMBRO SUPERIOR, NIVEL NO ESPECIFICADO",2,4.0,1.0,manual
CALCIFICACION Y OSIFICACION DEL MUSCULO,2,4.0,1.0,manual
SINDROME VITREO CONSECUTIVO A CIRUGIA DE CATARATA,2,4.0,1.0,manual
EFECTO TÓXICO DE PRODUCTOS DEL PETRÓLEO,2,4.0,0.8,claude
"TRASTORNO DEL METABOLISMO DE LAS PURINAS Y DE LAS PIRIMIDINAS, NO ESPECIFICADO",1,4.0,0.8,claude
AGOTAMIENTO POR CALOR NO ESPECIFICADO,1,4.0,0.8,claude
TRASTORNOS MUSCULARES PRIMARIOS,2,4.0,0.8,claude
CONGELAMIENTO SUPERFICIAL DEL TÓRAX,1,4.0,0.8,claude
SEPSIS DEBIDA A OTRO ESTAFILOCOCO ESPECIFICADO,3,4.0,0.95,claude
SOPLOS Y OTROS SONIDOS CARDIACOS,1,4.0,0.8,claude
INSERCIÓN DE DISPOSITIVO ANTICONCEPTIVO (INTRAUTERINO),1,4.0,0.95,claude
"EFECTO TOXICO DE GASES, HUMOS Y VAPORES: CLORO GASEOSO",2,4.0,0.8,claude
EFECTO TOXICO DE SUSTANCIAS CORROSIVAS: FENOL Y HOMOLOGOS DEL FENOL,2,4.0,0.8,claude
"TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE OTROS ESTIMULANTES, INCLUIDA LA CAFEÍNA, INTOXICACIÓN AGUDA",1,4.0,0.8,claude
"OTRAS ENFERMEDADES ZOONOTICAS BACTERIANAS, NO CLASIFICADAS EN OTRA PARTE",1,4.0,0.8,claude
VERBOSIDAD Y DETALLES CIRCUNSTANCIALES QUE OSCURECEN LA RAZÓN DE LA CONSULTA O EL CONTACTO,1,4.0,0.8,claude
TRASTORNOS NO ESPECIFICADOS DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO RELACIONADOS CON RADIACIÓN,1,4.0,0.8,claude
OTRAS DEFORMIDADES ADQUIRIDAS ESPECIFICADAS DEL SISTEMA OSTEOMUSCULAR,1,4.0,0.8,claude
OTRAS DEFORMIDADES OSTEOMUSCULARES CONGENITAS,2,4.0,0.8,claude
"SÍNDROME DE RESPUESTA INFLAMATORIA SISTÉMICA DE ORIGEN NO INFECCIOSO, SIN FALLA ORGÁNICA",2,4.0,0.8,claude
"SÍNDROME DE RESPUESTA INFLAMATORIA SISTÉMICA, NO ESPECIFICADO",3,4.0,0.8,claude
"TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE SEDANTES O HIPNÓTICOS, USO NOCIVO",1,4.0,0.8,claude
TRASTORNO POR TIC TRANSITORIO,1,4.0,0.8,claude
ACIDEZ,1,4.0,0.95,claude
OTRAS ENFERMEDADES DEL TIMO,2,4.0,0.8,claude
"OTRAS ANEMIAS CONGÉNITAS, NO CLASIFICADAS EN OTRA PARTE",2,4.0,0.8,claude
"PEATÓN LESIONADO POR COLISIÓN CON AUTOMÓVIL, CAMIONETA O FURGONETA, ACCIDENTE DE TRÁNSITO",2,4.0,0.8,claude
"ÚLCERA GASTROYEYUNAL, NO ESPECIFICADA COMO AGUDA NI CRÓNICA, SIN HEMORRAGIA NI PERFORACIÓN",1,4.0,0.8,claude
EFECTOS DE OTRAS CAUSAS EXTERNAS,1,4.0,0.6,claude
EFECTOS ADVERSOS DE ANTIBIOTICOS SISTEMICOS,1,4.0,0.8,claude
FETO Y RECIÉN NACIDO AFECTADOS POR PARTO CON FÓRCEPS,2,4.0,0.8,claude
NECESIDAD DE INMUNIZACIÓN CONTRA EL CÓLERA Y LA TIFOIDEA-PARATIFOIDEA [CÓLERA + TAB],1,4.0,0.95,claude
NÓDULO REUMATOIDE,1,4.0,0.8,claude
TRASTORNOS INFLAMATORIOS CRÓNICOS DE LA ÓRBITA,2,4.0,0.8,claude
AFECCIONES RESPIRATORIAS DEBIDAS A AGENTES EXTERNOS NO ESPECIFICADOS,1,4.0,0.8,claude
HISTOPLASMOSIS,2,4.0,0.8,claude
CONCUSIÓN Y EDEMA DE LA MÉDULA ESPINAL TORÁCICA,3,4.0,0.8,claude
"VASCULOPATÍA NECROTIZANTE, NO ESPECIFICADA",2,4.0,0.8,claude
NECESIDAD DE INMUNIZACIÓN CONTRA LA LEISHMANIASIS,1,4.0,0.95,claude
"AGRESIÓN POR OTROS MEDIOS ESPECIFICADOS, OTRO LUGAR ESPECIFICADO",2,4.0,0.8,claude
"TRASTORNO OBSESIVO-COMPULSIVO, NO ESPECIFICADO",1,4.0,0.8,claude
INMUNOTERAPIA PROFILÁCTICA,1,4.0,0.8,claude
CONJUNTIVITIS DEBIDA A ADENOVIRUS,1,4.0,0.95,claude
CONDRÓLISIS,2,4.0,0.8,claude
OTRAS MALFORMACIONES CONGENITAS DEL SISTEMA VASCULAR PERIFERICO,2,4.0,0.8,claude
"PERSONA LESIONADA POR COLISIÓN ENTRE AUTOMÓVIL Y VEHÍCULO DE MOTOR DE DOS O TRES RUEDAS, NO DE TRÁNSITO",2,4.0,0.8,claude
CONEXIÓN ANÓMALA DE LA VENA PORTA,3,4.0,0.8,claude
ENFERMEDAD DE LAS VÍAS AÉREAS DEBIDA A OTROS POLVOS ORGÁNICOS ESPECÍFICOS,1,4.0,0.8,claude
TRASTORNO DEPRESIVO RECURRENTE,1,4.0,0.8,claude
"CORROSIÓN DEL HOMBRO Y MIEMBRO SUPERIOR, GRADO NO ESPECIFICADO, EXCEPTO DE LA MUÑECA Y DE LA MANO",2,4.0,0.8,claude
CORROSIÓN DEL ESÓFAGO,3,4.0,0.8,claude
"CRIPTOCOCOSIS, NO ESPECIFICADA",2,4.0,0.8,claude
OTROS TRASTORNOS OBSESIVO-COMPULSIVOS,1,4.0,0.8,claude
"TRASTORNO MENTAL ORGÁNICO O SINTOMÁTICO, NO ESPECIFICADO",1,4.0,0.8,claude
"HEMOPERICARDIO, NO CLASIFICADO EN OTRA PARTE",3,4.0,0.8,claude
"MUERTE QUE OCURRE EN MENOS DE 24 HORAS DEL INICIO DE LOS SÍNTOMAS, NO EXPLICADA DE OTRA FORMA",3,4.0,0.95,claude
TRAUMATISMO DE LA GRAN VENA SAFENA A NIVEL DE LA CADERA Y DEL MUSLO,2,4.0,0.8,claude
NARCOLEPSIA Y CATAPLEXIA,1,4.0,0.8,claude
"OTRAS CAÍDAS DE UN NIVEL A OTRO, ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS",2,4.0,0.8,claude
ANQUILOSIS ARTICULAR,2,4.0,0.8,claude
INFECCIÓN GONOCÓCICA DEL SISTEMA OSTEOMUSCULAR,2,4.0,0.8,claude
"GOLPE POR OBJETO ARROJADO, PROYECTADO O QUE CAE, VIVIENDA",2,4.0,0.8,claude
TRAUMATISMO DE VASOS SANGUINEOS A NIVEL DEL PIE Y DEL TOBILLO,2,4.0,0.8,claude
"TRAUMATISMO DEL NACIMIENTO EN EL CUERO CABELLUDO, NO ESPECIFICADO",2,4.0,0.8,claude
"TRASTORNO ENDOCRINO NEONATAL TRANSITORIO, NO ESPECIFICADO",2,4.0,0.8,claude
"CUERPO EXTRAÑO QUE PENETRA A TRAVÉS DE LA PIEL, OTRO LUGAR ESPECIFICADO",1,4.0,0.8,claude
CONEXIÓN ANÓMALA PARCIAL DE LAS VENAS PULMONARES,3,4.0,0.8,claude
ACONDRODISPLASIA,2,4.0,0.8,claude
OTRAS ALTERACIONES ESPECIFICADAS DE LA REGULACION DE LA TEMPERATURA DEL RECIEN NACIDO,2,4.0,0.8,claude
PERFORACIÓN ÁTICA DE LA MEMBRANA TIMPÁNICA,2,4.0,0.8,claude
"HERIDA DEL TÓRAX, PARTE NO ESPECIFICADA",2,4.0,0.8,claude
ANEURISMA DE LA ARTERIA PULMONAR,3,4.0,0.8,claude
TRABAJO DE PARTO Y PARTO COMPLICADOS POR PROBLEMAS DEL CORDON UMBILICAL,2,4.0,0.8,claude
TRAQUEOSTOMÍA,2,4.0,0.8,claude
PIOTORAX,2,4.0,0.8,claude
TRAUMATISMO DE LA VENA FEMORAL A NIVEL DE LA CADERA Y DEL MUSLO,2,4.0,0.8,claude
EXAMEN Y OBSERVACIÓN CONSECUTIVOS A OTRO ACCIDENTE,1,4.0,0.8,claude
EFECTO TOXICO DE PLAGUICIDAS (PESTICIDAS),2,4.0,0.8,claude
ANEMIA EN ENFERMEDAD NEOPLASICA (C00-D48Å),3,4.0,0.8,claude
EFECTO TOXICO DE SUSTANCIAS CORROSIVAS,2,4.0,0.8,claude
LIQUEN SIMPLE CRONICO Y PRURIGO,1,4.0,0.95,claude
PERIODONTOSIS,1,4.0,0.95,claude
ENFERMEDAD TÓXICA DEL HÍGADO CON HEPATITIS CRÓNICA ACTIVA,2,4.0,0.8,claude
"TRASTORNOS DEL METABOLISMO DE LAS PURINAS Y DE LAS PIRIMIDINAS, NO ESPECIFICADO",1,4.0,0.8,claude
AGORAFOBIA,1,4.0,0.8,claude
COMPLICACIÓN MECÁNICA DE DISPOSITIVO DE FIJACIÓN INTERNA DE OTROS HUESOS,2,4.0,0.8,claude
PAPULOSIS LINFOMATOIDE,3,4.0,0.8,claude
ENFISEMA INTERSTICIAL ORIGINADO EN EL PERÍODO PERINATAL,2,4.0,0.8,claude
"DISPOSITIVOS GINECOLÓGICOS Y OBSTÉTRICOS ASOCIADOS CON INCIDENTES ADVERSOS, DISPOSITIVOS DE DIAGNÓSTICO Y MONITOREO",1,4.0,0.8,claude
PALUDISMO [MALARIA] NO ESPECIFICADO,2,4.0,0.8,claude
"ATROFIA SISTÉMICA MÚLTIPLE, TIPO PARKINSONIANA [AMS-P]",3,4.0,0.8,claude
"CONTACTO CON OTRAS SUSTANCIAS CALIENTES, Y LAS NO ESPECIFICADAS, VIVIENDA",1,4.0,0.8,claude
"ENFERMEDAD POR VIRUS DE LA INMUNODEFICIENCIA HUMANA [VIH], RESULTANTE EN TUMORES MALIGNOS",3,4.0,0.95,claude
"TRASTORNO PSICÓTICO AGUDO POLIMORFO, SIN SÍNTOMAS DE ESQUIZOFRENIA",2,4.0,0.8,claude
"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A DROGAS ANTIEPILÉPTICAS, SEDANTES, HIPNÓTICAS, ANTIPARKINSONIANAS Y PSICOTRÓPICAS, NO CLASIFICADAS EN OTRA PARTE, ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS",2,4.0,0.8,claude
PROTEINURIA AISLADA CON LESION MORFOLOGICA ESPECIFICADA,1,4.0,0.8,claude
OTRAS MALFORMACIONES CONGENITAS DEL LA CARA Y DEL CUELLO,2,4.0,0.8,claude
"TRASTORNOS NO INFLAMATORIOS DEL OVARIO, DE LA TROM",1,4.0,0.8,claude
DISPLASIA FIBROMUSCULAR ARTERIAL,2,4.0,0.8,claude
INFECCIÓN DEL PELVIPERITONEO Y OTROS ÓRGANOS GENITOURINARIOS DEBIDA A CLAMIDIAS,2,4.0,0.8,claude
OTRAS MALFORMACIONES CONGÉNITAS DEL TÓRAX ÓSEO,2,4.0,0.8,claude
TUMOR MALIGNO DEL CARTÍLAGO LARÍNGEO,3,4.0,0.95,claude
"OTRAS MALFORMACIONES CONGÉNITAS DEL SISTEMA DIGESTIVO, ESPECIFICADAS",2,4.0,0.8,claude
"MORDEDURA O ATAQUE DE OTROS MAMÍFEROS, LUGAR NO ESPECIFICADO",1,4.0,0.8,claude
"INFECCIONES DEL SISTEMA NERVIOSO CENTRAL POR VIRUS ATÍPICO, SIN OTRA ESPECIFICACIÓN",3,4.0,0.8,claude
HEMORRAGIA ANTEPARTO CON DEFECTO DE LA COAGULACIÓN,2,4.0,0.8,claude
TRAUMATISMO DE OTROS NERVIOS A NIVEL DE LA MUÑECA Y DE LA MANO,2,4.0,0.8,claude
CARDITIS VIRAL,2,4.0,0.8,claude
HIPOESTESIA DE LA PIEL,1,4.0,0.8,claude
OTRAS MALFORMACIONES CONGENITAS DEL OJO,2,4.0,0.8,claude
QUILURIA,1,4.0,0.8,claude
HIPOPOSTAMIA,1,4.0,0.8,claude
TRAUMATISMO DE LA ARTERIA CUBITAL A NIVEL DE LA MUÑECA Y DE LA MANO,2,4.0,0.8,claude
INFECCIÓN ESTREPTOCÓCICA Y ENTEROCÓCICA DE SITIO NO ESPECIFICADO,1,4.0,0.8,claude
ANOREXIA NERVIOSA ATÍPICA,1,4.0,0.8,claude
"ENVENENAMIENTO POR DIURETICOS Y OTRAS DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS NO ESPECIFICADAS",2,4.0,0.8,claude
"DERMATITIS ALÉRGICA DE CONTACTO DEBIDA A PLANTAS, EXCEPTO LAS ALIMENTICIAS",1,4.0,0.95,claude
HIPOESPLENISMO,2,4.0,0.8,claude
OSTEONECROSIS EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE,2,4.0,0.8,claude
DEFICIENCIA DE VITAMINA E,1,4.0,0.95,claude
"DERMATITIS DE CONTACTO POR IRRITANTES, DEBIDA A OTROS AGENTES",1,4.0,0.95,claude
OTROS TRASTORNOS DEL DESARROLLO DE LAS HABILIDADES ESCOLARES,1,4.0,0.8,claude
"DEMENCIA EN LA ENFERMEDAD DE ALZHEIMER, NO ESPECIFICADA",2,4.0,0.8,claude
ESTENOSIS CONGÉNITA DE LA ARTERIA RENAL,2,4.0,0.8,claude
ENCEFALOPATÍA HIPOXICO ISQUÉMICA DEL RECIÉN NACIDO,3,4.0,0.95,claude
"EFECTO TÓXICO DE PLAGUICIDA, NO ESPECIFICADO",2,4.0,0.8,claude
TRAUMATISMO DE OTROS NERVIOS A NIVEL DE LA CADERA Y DEL MUSLO,2,4.0,0.8,claude
EFECTO ADVERSO NO ESPECIFICADO,1,4.0,0.6,claude
DISTONIA,1,4.0,0.8,claude
"MORDEDURA O ATAQUE DE COCODRILO O CAIMÁN, VIVIENDA",2,4.0,0.8,claude
"PRESENCIA DE ANGIOPLASTIA, INJERTOS Y PRÓTESIS CORONARIAS",1,4.0,0.8,claude
ALTERACIONES DE LA VOZ,1,4.0,0.8,claude
"COMPLICACIÓN NO ESPECIFICADA DE DISPOSITIVO PROTÉSICO, IMPLANTE E INJERTO INTERNO",2,4.0,0.8,claude
"TRASTORNO DE LA VÁLVULA PULMONAR, NO ESPECIFICADO",2,4.0,0.8,claude
OTRAS INFECCIONES DEL SISTEMA NERVIOSO CENTRAL POR VIRUS ATÍPICO,3,4.0,0.8,claude
PARO CARDIACO,3,4.0,0.95,claude
OTRAS INFECCIONES GENITALES CONSECUTIVAS AL PARTO,2,4.0,0.8,claude
OTRAS ALTERACIONES CEREBRALES DEL RECIEN NACIDO,2,4.0,0.8,claude
OTRAS AFECCIONES ERITEMATOSAS,1,4.0,0.8,claude
ENTEROBIASIS,1,4.0,0.95,claude
ENFERMEDED FEBRIL EXANTEMÁTICA,1,4.0,0.8,claude
"ENFERMEDAD VIRAL CONGÉNITA, SIN OTRA ESPECIFICACIÓN",2,4.0,0.8,claude
ARTRITIS POSTMENINGOCÓCICA,2,4.0,0.8,claude
ENFERMEDADES DEL BAZO,2,4.0,0.8,claude
EDEMA DE LARINGE,2,4.0,0.8,claude
AMPUTACIÓN TRAUMÁTICA DE AMBAS PIERNAS [CUALQUIER NIVEL],3,4.0,0.95,claude
EFECTOS ADVERSOS DE AGENTES ACIDIFICANTES Y ALCALINIZANTES,1,4.0,0.8,claude
OTRAS MALFORMACIONES CONGÉNITAS DE LA TRÁQUEA,2,4.0,0.8,claude
"OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISIÓN CON PEATÓN O ANIMAL, CONDUCTOR LESIONADO EN ACCIDENTE NO DE TRÁNSITO",2,4.0,0.8,claude
"CICLISTA NO ESPECIFICADO LESIONADO POR COLISIÓN CON OTROS VEHÍCULOS DE MOTOR, Y CON LOS NO ESPECIFICADO, EN ACCIDENTE DE TRÁNSITO",2,4.0,0.8,claude
PROBLEMAS RELACIONADOS CON LA DESAPARICIÓN O MUERTE DE UN MIEMBRO DE LA FAMILIA,1,4.0,0.8,claude
"FRACTURA DE HUESO POSTERIOR A INSERCIÓN O IMPLANTE ORTOPÉDICO, PRÓTESIS ARTICULAR O PLACA ÓSEA",2,4.0,0.8,claude
PROBLEMAS RELACIONADOS CON LA ENFERMEDAD CONSUNTIVA,1,4.0,0.8,claude
PROLAPSO Y HERNIA DEL OVARIO Y DE LA TROMPA DE FALOPIO,2,4.0,0.8,claude
OTRAS MALFORMACIONES CONGÉNITAS DE LA VÁLVULA TRICÚSPIDE,3,4.0,0.8,claude
"EXPOSICIÓN A RAYOS SOLARES, VIVIENDA",1,4.0,0.95,claude
PREECLAMPSIA DURANTE EL TRABAJO DE PARTO,2,4.0,0.8,claude
OSTEÓLISIS,2,4.0,0.8,claude
"ENVENENAMIENTO POR, Y EXPOSICIÓN A OTROS GASES Y VAPORES, DE INTENCIÓN NO DETERMINADA, VIVIENDA",2,4.0,0.8,claude
ERITEMA ANULAR CENTRÍFUGO,1,4.0,0.8,claude
ENVENENAMIENTO POR INSULINA Y DROGAS HIPOGLUCEMIANTES ORALES [ANTIDIABÉTICAS],2,4.0,0.8,claude
"TRASTORNO FÓBICO DE ANSIEDAD, NO ESPECIFICADO",1,4.0,0.8,claude
TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL CUERPO AÓRTICO Y OTROS CUERPOS CROMAFINES,2,4.0,0.8,claude
OTRAS MALFORMACIONES CONGÉNITAS DE LAS GRANDES ARTERIAS,3,4.0,0.8,claude
FETO Y RECIÉN NACIDO AFECTADOS POR ENFERMEDADES INFECCIOSAS Y PARASITARIAS DE LA MADRE,2,3.0,0.8,claude
"TRASTORNOS DEL CUERPO VITREO, NO ESPECIFICADO",1,3.0,0.8,claude
INSUFICIENCIA RENAL CONGÉNITA,3,3.0,0.95,claude
PELIOSIS HEPÁTICA,2,3.0,0.8,claude
PERICARDITIS EN OTRAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS CLASIFICADAS EN OTRA PARTE,2,3.0,0.8,claude
ATENCIÓN MATERNA POR (PRESUNTA) ANORMALIDAD CROMOSÓMICA EN EL FETO,2,3.0,0.8,claude
HISTORIA PERSONAL DE TUMOR MALIGNO DE ÓRGANOS DIGESTIVOS,1,3.0,0.8,claude
SARCOMA DE KAPOSI DE LOS GANGLIOS LINFÁTICOS,3,3.0,0.95,claude
"MORDEDURA O PICADURA DE INSECTOS Y OTROS ARTRÓPODOS NO VENENOSOS, ÁREAS DE DEPORTE Y ATLETISMO",1,3.0,0.95,claude
TRAUMATISMO DE NERVIOS A NIVEL DE LA CADERA Y DEL MUSLO,2,3.0,0.8,claude
OTRAS ACARIASIS,1,3.0,0.8,claude
INQUIETUD Y AGITACIÓN,1,3.0,0.8,claude
ATENCIÓN MATERNA POR CRECIMIENTO FETAL EXCESIVO,2,3.0,0.8,claude
"CAIDA, PERMANENCIA O CARRERA DELANTE O HACIA OBJETO EN MOVIMIENTO, DE INTENCION",2,3.0,0.8,claude
EFECTO TOXICO DE PLAGUICIDAS [PESTICIDAS]: INSECTICIDAS FOSFORADOS Y CARBAMATOS,2,3.0,0.8,claude
CAIDA QUE IMPLICA SILLA,1,3.0,0.8,claude
BARTONELOSIS CUTÁNEA Y MUCOCUTÁNEA,1,3.0,0.8,claude
TRASTORNO MENTAL NO ESPECIFICADO DEBIDO A LESIÓN Y DISFUNCIÓN CEREBRAL Y A ENFERMEDAD FÍSICA,1,3.0,0.8,claude
AUSENCIA CONGÉNITA DEL PABELLÓN (DE LA OREJA),2,3.0,0.8,claude
"OTROS TRASTORNOS DEL OÍDO Y DE LA APÓFISIS MASTOIDES, CONSECUTIVOS A PROCEDIMIENTOS",2,3.0,0.8,claude
"ACCIDENTE DE VEHICULO DE MOTOR O SIN MOTOR, TIPO DE VEHICULO NO ESPECIFICADO",2,3.0,0.8,claude
MEMBRANAS PUPILARES,1,3.0,0.8,claude
"TRASTORNOS DEL PARPADO, NO ESPECIFICADO",1,3.0,0.8,claude
"OTRAS COMPLICACIONES DEL TRABAJO DE PARTO Y DEL PARTO, NO CLASIFICADAS EN OTRA PARTE",2,3.0,1.0,manual
DERMATITIS ALÉRGICA DE CONTACTO DEBIDA A COSMÉTICOS,1,3.0,0.95,claude
"INFECCIÓN PULMONAR DEBIDA A HISTOPLASMA CAPSULATUM, SIN OTRA ESPECIFICACIÓN",2,3.0,1.0,manual
FETO Y RECIÉN NACIDO AFECTADOS POR SÍNDROMES DE TRANSFUSIÓN PLACENTARIA,3,3.0,1.0,manual
ESTENOSIS MITRAL CONGÉNITA,3,3.0,1.0,manual
CURVATURA CONGÉNITA DEL FÉMUR,2,3.0,0.8,claude
QUISTE CONGÉNITO DEL MEDIASTINO,2,3.0,1.0,manual
ALOPECIA CONGÉNITA,1,3.0,0.8,claude
EFECTOS ADVERSOS DE LA VACUNA BCG,1,3.0,1.0,manual
"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A DISOLVENTES ORGÁNICOS E HIDROCARBUROS HALOGENADOS Y SUS VAPORES, LUGAR NO ESPECIFICADO",2,3.0,1.0,manual
OTRAS MALFORMACIONES CONGÉNITAS DE LOS PÁRPADOS,2,3.0,1.0,manual
PARO RESPIRATORIO,3,3.0,1.0,manual
TRASTORNO DEL METABOLISMO DE LOS AMINOACIDOS AZUFRADOS,3,3.0,1.0,manual
"ENFERMEDAD POR VIRUS DE LA INMUNODEFICIENCIA HUMANA [VIH], RESULTANTE EN OTRAS ENFERMEDADES ESPECIFICADAS",3,3.0,0.95,claude
"SÍNDROMES DEL COMPORTAMIENTO ASOCIADOS CON ALTERACIONES FISIOLÓGICAS Y FACTORES FÍSICOS, NO ESPECIFICADOS",2,3.0,1.0,manual
OTROS TRASTORNOS ADRENOGENITALES,3,3.0,1.0,manual
EFECTO TÓXICO DEL CONTACTO CON OTROS ANIMALES MARINOS,1,3.0,1.0,manual
OTROS HALLAZGOS ANORMALES EN DIAGNÓSTICO POR IMAGEN DEL SISTEMA NERVIOSO CENTRAL,1,3.0,1.0,manual
AMPUTACIÓN TRAUMÁTICA A NIVEL DEL CUELLO,3,3.0,1.0,manual
"MOSAICO 45, X/46,XX O XY",1,3.0,1.0,manual
ATROFIA DE LAS PAPILAS LINGUALES,1,3.0,1.0,manual
AGRESION CON FUERZA CORPORAL,2,3.0,0.8,claude
ESTREPTOCOCO NO ESPECIFICADO COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPÍTULOS,1,3.0,0.8,claude
OTRAS ANEMIAS POR DEFICIENCIA DE FOLATOS,1,3.0,0.8,claude
ATENCIÓN DEL EMBARAZO EN UNA ABORTADORA HABITUAL,2,3.0,0.8,claude
FETO Y RECIÉN NACIDO AFECTADOS POR ENFERMEDADES RENALES Y DE LAS VÍAS URINARIAS DE LA MADRE,2,3.0,0.8,claude
INMUNODEFICIENCIA VARIABLE COMÚN CON AUTOANTICUERPOS ANTI-B O ANTI-T,2,3.0,0.8,claude
OSTEOMIELITIS MULTIFOCAL CRONICA,2,3.0,0.8,claude
MENINGITIS DEBIDA A ADENOVIRUS,3,3.0,0.8,claude
DERMATITIS DEBIDA A OTRAS SUSTANCIAS INGERIDAS,1,3.0,0.8,claude
OTROS TIPOS DE ENFERMEDAD DE ALZHEIMER,3,3.0,0.8,claude
HISTORIA PERSONAL DE OTROS TRATAMIENTOS MEDICOS,1,3.0,0.8,claude
PROBLEMA NO ESPECIFICADO DE LA ALIMENTACIÓN DEL RECIÉN NACIDO,2,3.0,0.8,claude
"COMPLICACIONES DE OTROS DISPOSITIVOS PROTESICOS, IMPLANTES E INJERTOS INTERNOS",2,3.0,0.8,claude
"ABORTO ESPONTANEO: COMPLETO O NO ESPECIFICADO, COMPLICADO CON INFECCION GENITAL Y PELVIANA",2,3.0,0.8,claude
"SÍNDROME CONGÉNITO DE DEFICIENCIA DE YODO, TIPO NEUROLÓGICO",2,3.0,0.8,claude
ATENCION PREPARATORIA PARA TRATAMIENTO SUBSECUENTE,1,3.0,0.8,claude
AMPUTACION TRAUMATICA DE PARTE DE LA CABEZA,3,3.0,0.95,claude
"TRASTORNO ESQUIZOAFECTIVO, NO ESPECIFICADO",2,3.0,0.8,claude
EFECTO TOXICO DEL CONTACTO CON ANIMALES VENENOSOS: EFECTO TOXICO DEL CONTACTO CON OTROS ANIMALES VENENOSOS,1,3.0,0.8,claude
OTROS TRASTORNOS DEL METABOLISMO DE LOS MINERALES,1,3.0,0.8,claude
HIDRARTROSIS INTERMITENTE,1,3.0,0.8,claude
TUMOR BENIGNO DE ÓRGANO INTRATORÁCICO NO ESPECIFICADO,2,3.0,0.8,claude
ANORMALIDAD DE LA ALBÚMINA,1,3.0,0.8,claude
"DEFORMIDADES OSTEOMUSCULARES CONGENITAS DE LA CABEZA, DE LA CARA, DE LA COLUMNA VERTEBRAL Y DEL TORAX",2,3.0,0.8,claude
DESGARRO PERINEAL DE TERCER GRADO DURANTE EL PARTO,2,3.0,0.95,claude
MORDEDURA O APLASTAMIENTO POR OTROS REPTILES: VIVIENDA,1,3.0,0.8,claude
INFECCION GONOCOCICA,1,3.0,0.8,claude
MENINGITIS MENINGOCOCICA (G01*),3,3.0,0.8,claude
FETO Y RECIÉN NACIDO AFECTADOS POR OTRAS ANORMALIDADES DE LAS MEMBRANAS,2,3.0,0.8,claude
PIEL ROMBOIDAL DE LA NUCA,1,3.0,0.8,claude
TUBERCULOSIS DEL OJO,2,3.0,0.8,claude
CONGELAMIENTO SUPERFICIAL DE LA RODILLA Y DE LA PIERNA,1,3.0,0.8,claude
PROBLEMAS RELACIONADOS CON HORARIO ESTRESANTE DE TRABAJO,1,3.0,0.95,claude
INFECCION VIRAL INESPECIFICA CARACTERIZADA POR LES,1,3.0,0.8,claude
INFECCIONES DE LA MAMA ASOCIADAS CON EL PARTO,2,3.0,0.8,claude
OTRA MALFORMACIONES CONGENITAS DEL UTERO Y DEL CUELLO UTERINO,2,3.0,0.8,claude
INFECCIÓN GENITAL EN EL EMBARAZO,2,3.0,0.8,claude
METAHEMOGLOBINEMIA,2,3.0,0.8,claude
