causa,frecuencia,monto_total,pct_cobertura,pct_acumulado,rango,origen
COMPRESIÓN DEL ENCÉFALO,22,3042483.4,0.0005,99.3471,4877,sample_1000
OTRAS GOTAS SECUNDARIAS,27,215694.67,0.0006,99.1885,4575,sample_1000
"ABORTO NO ESPECIFICADO COMPLETO O NO ESPECIFICADO, COMPLICADO POR HEMORRAGIA EXCESIVA O TARDÍA",47,454208.94,0.001,98.5406,3720,sample_1000
EFECTOS ADVERSOS DE DROGAS O MEDICAMENTOS NO ESPECIFICADOS,36,724735.4600000001,0.0008,98.8755,4103,sample_1000
"LUXACIONES, TORCEDURAS Y ESGUINCES QUE AFECTAN EL TÓRAX CON LA REGIÓN LUMBOSACRA Y LA PELVIS",22,1316887.41,0.0005,99.3611,4905,sample_1000
OTRAS ALOPECIAS AREATAS,19,126205.69,0.0004,99.444,5110,sample_1000
"PASAJERO DE MOTOCICLETA LESIONADO POR COLISIÓN CON OTROS VEHÍCULOS DE MOTOR, Y CON LOS NO ESPECIFICADOS, EN ACCIDENTE DE TRÁNSITO",34,1211871.98,0.0007,98.9568,4216,sample_1000
ATENCIÓN Y EXAMEN INMEDIATAMENTE DESPUÉS DEL PARTO,28,292612.72,0.0006,99.1447,4502,sample_1000
OTRAS ALTERACIONES METABÓLICAS TRANSITORIAS DEL RECIÉN NACIDO,11,347857.37,0.0002,99.7219,5995,sample_1000
LEUCEMIA MIELOMONOCÍTICA AGUDA,11,3165372.0700000003,0.0002,99.7181,5976,sample_1000
HIPERHIDROSIS GENERALIZADA,38,2326484.72,0.0008,98.8219,4036,sample_1000
LESIÓN DE SITIOS CONTIGUOS DEL PISO DE LA BOCA,20,514939.14,0.0004,99.416,5040,sample_1000
OTROS TRASTORNOS PERINATALES ESPECÍFICOS DEL SISTEMA DIGESTIVO,19,666552.83,0.0004,99.4436,5109,sample_1000
MIOSITIS EN ENFERMEDADES BACTERIANAS CLASIFICADAS EN OTRA PARTE,18,128084.72,0.0004,99.4696,5174,sample_1000
OTROS TRASTORNOS DEL SISTEMA NERVIOSO CONSECUTIVOS A PROCEDIMIENTOS,12,10158975.14,0.0003,99.6931,5864,sample_1000
LESIÓN DE SITIOS CONTIGUOS DEL HUESO Y DEL CARTÍLAGO ARTICULAR,25,702045.31,0.0005,99.2386,4660,sample_1000
ADHERENCIAS PERITONEALES PÉLVICAS CONSECUTIVAS A PROCEDIMIENTOS,25,1422326.73,0.0005,99.2491,4681,sample_1000
"TUMOR BENIGNO DE LA FARINGE, PARTE NO ESPECIFICADA",14,622888.15,0.0003,99.6199,5620,sample_1000
TIÑA DE LA BARBA Y DEL CUERO CABELLUDO,13,28567.08,0.0003,99.6463,5708,sample_1000
"NEVO MELANOCÍTICO DEL MIEMBRO INFERIOR, INCLUIDA LA CADERA",13,160704.85,0.0003,99.6577,5746,sample_1000
ARTRITIS EN OTRAS ENFERMEDADES BACTERIANAS CLASIFICADAS EN OTRA PARTE,63,7654633.689999999,0.0013,98.0268,3272,sample_1000
OTRAS DERMATITIS,70,971294.9,0.0015,97.7867,3101,sample_1000
GASTROSQUISIS,53,7401432.449999999,0.0011,98.3338,3523,sample_1000
DOLOR INTERMENSTRUAL,94,3209780.59,0.002,97.064,2679,sample_1000
TUMOR MALIGNO DEL MIEMBRO SUPERIOR,67,4112657.82,0.0014,97.8738,3161,sample_1000
"HEMORROIDES, SIN OTRA ESPECIFICACIÓN",79,6009295.86,0.0017,97.4867,2910,sample_1000
FIEBRE PERSISTENTE,55,3627362.16,0.0012,98.2842,3478,sample_1000
"SÍNDROME DE EDWARDS, NO ESPECIFICADO",61,6610048.380000001,0.0013,98.0814,3314,sample_1000
TRAUMATISMO DE TENDON Y MUSCULO A NIVEL DE LA MUÑECA Y DE LA MANO,86,3121599.65,0.0018,97.2878,2796,sample_1000
NEFRITIS TUBULOINTERSTICIAL CRONICA,77,3134140.23,0.0016,97.5598,2954,sample_1000
OTROS TRASTORNOS DE LOS MUSCULOS,66,1484852.27,0.0014,97.927,3199,sample_1000
TRAUMATISMOS MÚLTIPLES DE LA PIERNA,56,5571475.51,0.0012,98.2362,3438,sample_1000
"ENCEFALITIS, MIELITIS Y ENCEFALOMIELITIS EN ENFERMEDADES BACTERIANAS CLASIFICADAS EN OTRA PARTE",54,7677091.24,0.0011,98.2975,3490,sample_1000
IMPÉTIGO [CUALQUIER SITIO ANATÓMICO] [CUALQUIER ORGANISMO],64,991936.34,0.0014,97.9788,3236,sample_1000
"MALFORMACIONES CONGÉNITAS DEL PALADAR, NO CLASIFICADAS EN OTRA PARTE",88,3704607.44,0.0019,97.2345,2767,sample_1000
PARALISIS CEREBRAL ESPASTICA,51,3467218.1,0.0011,98.3855,3570,sample_1000
"TUMOR MALIGNO DE LOS GANGLIOS LINFÁTICOS DE LA CABEZA, CARA Y CUELLO",57,3397154.23,0.0012,98.181,3392,sample_1000
"DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, DE INTENCIÓN NO DETERMINADA, OTRO LUGAR ESPECIFICADO",91,7313378.58,0.0019,97.149,2722,sample_1000
FUSIÓN DE LOS DEDOS DE LA MANO,89,3937187.39,0.0019,97.1851,2741,sample_1000
ERITEMA NUDOSO,52,846314.35,0.0011,98.3536,3541,sample_1000
OTROS TRASTORNOS GRANULOMATOSOS DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,81,2270087.25,0.0017,97.4238,2873,sample_1000
OTITIS MEDIA SUPURATIVA Y LA NO ESPECIFICADA,54,1588079.32,0.0011,98.2887,3482,sample_1000
RESULTADOS ANORMALES EN ESTUDIOS FUNCIONALES DEL SISTEMA NERVIOSO CENTRAL,70,7151614.04,0.0015,97.7942,3106,sample_1000
SEPSIS PUERPERAL,71,4641799.26,0.0015,97.7792,3096,sample_1000
"ENFERMEDAD POR VIH, RESULTANTE EN CANDIDIASIS",53,4392263.0,0.0011,98.3217,3512,sample_1000
TUMOR MALIGNO DEL HIGADO Y DE LAS VIAS BILIARES INTRAHEPATICAS,61,13853650.12,0.0013,98.0853,3317,sample_1000
"CONJUNTIVITIS AGUDA, NO ESPECIFICADA",84,420417.41,0.0018,97.349,2830,sample_1000
ENDOMETRIOSIS DEL INTESTINO,81,8587842.47,0.0017,97.4306,2877,sample_1000
ENCEFALITIS DEBIDA A HERPES ZOSTER (G05.1*),57,891710.8,0.0012,98.1966,3405,sample_1000
"MORDEDURA O ATAQUE DE PERRO, CALLES Y CARRETERAS",76,1835983.82,0.0016,97.5758,2964,sample_1000
"EPISODIO DEPRESIVO, NO ESPECIFICADO",52,511722.72,0.0011,98.3547,3542,sample_1000
PREECLAMPSIA MODERADA,79,2807449.88,0.0017,97.4731,2902,sample_1000
"CAÍDA QUE IMPLICA EQUIPOS PARA JUEGOS INFANTILES, VIVIENDA",96,4135143.75,0.002,96.99,2642,sample_1000
OTROS TRASTORNOS ESPECIFICADOS DEL OÍDO EXTERNO,77,2608883.18,0.0016,97.5342,2938,sample_1000
QUERATOCONJUNTIVITIS DEBIDA A ADENOVIRUS,78,288914.59,0.0017,97.5275,2934,sample_1000
"CICLISTA LESIONADO POR COLISIÓN CON OBJETO ESTACIONADO O FIJO, CONDUCTOR LESIONADO EN ACCIDENTE NO DE TRÁNSITO",74,6139768.76,0.0016,97.6542,3013,sample_1000
CONJUNTIVITIS,63,485669.49,0.0013,98.0008,3252,sample_1000
"GONARTROSIS POSTRAUMÁTICA, BILATERAL",54,4417329.0200000005,0.0011,98.3096,3501,sample_1000
"ENFERMEDAD POR VIH, RESULTANTE EN ENFERMEDADES MÚLTIPLES CLASIFICADAS EN OTRA PARTE",64,10341249.44,0.0014,97.9956,3248,sample_1000
OTRAS DORSOPATÍAS ESPECIFICADAS,86,6542324.15,0.0018,97.2788,2791,sample_1000
NEUMONITIS DEBIDA A ASPIRACIÓN DE ALIMENTO O VÓMITO,65,6897998.12,0.0014,97.9536,3218,sample_1000
OTRAS DISFUNCIONES OVÁRICAS,60,713972.38,0.0013,98.1061,3333,sample_1000
"TRAUMATISMO SUPERFICIAL DE LA CADERA Y DEL MUSLO, NO ESPECIFICADO",69,5383129.109999999,0.0015,97.8107,3117,sample_1000
TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE ÓRGANO GENITAL FEMENINO NO ESPECIFICADO,93,7717439.08,0.002,97.086,2690,sample_1000
OTRAS OPACIDADES VÍTREAS,79,1875135.72,0.0017,97.4884,2911,sample_1000
OTRAS MONONEUROPATÍAS ESPECIFICADAS,96,7065588.32,0.002,97.012,2653,sample_1000
ESCLEROSIS SISTEMICA,83,3966337.24,0.0018,97.3742,2844,sample_1000
CARCINOMA IN SITU DEL EXOCÉRVIX,89,7305637.890000001,0.0019,97.2155,2757,sample_1000
"PÉNFIGO, NO ESPECIFICADO",100,5655533.22,0.0021,96.8876,2593,sample_1000
"TUMOR BENIGNO DEL OÍDO MEDIO, DE LA CAVIDAD NASAL Y DE LOS SENOS PARANASALES",93,7760822.88,0.002,97.074,2684,sample_1000
PERICARDITIS CONSTRICTIVA CRÓNICA,52,3499006.26,0.0011,98.3591,3546,sample_1000
OTRAS GONARTROSIS POSTRAUMÁTICAS,69,5421675.7,0.0015,97.8332,3132,sample_1000
OTRAS ARTROSIS,75,2782020.67,0.0016,97.6126,2987,sample_1000
"TRASTORNO DE ANSIEDAD, ORGÁNICO",69,441663.96,0.0015,97.8092,3116,sample_1000
CONTRACTURA ARTICULAR,82,1610606.85,0.0017,97.4068,2863,sample_1000
DERRAME PLEURAL EN AFECCIONES CLASIFICADAS EN OTRA PARTE,91,12584628.61,0.0019,97.1433,2719,sample_1000
ESTADO DE ARTRODESIS,73,1976775.47,0.0015,97.6862,3034,sample_1000
OTRAS MALFORMACIONES CONGÉNITAS DE LOS BRONQUIOS,83,3797832.25,0.0018,97.3724,2843,sample_1000
ENCEFALOPATÍA HIPERTENSIVA,98,7567791.43,0.0021,96.9296,2613,sample_1000
ESTENOSIS AÓRTICA REUMÁTICA,70,23306105.45,0.0015,97.8017,3111,sample_1000
EFECTO TÓXICO DEL VENENO DE SERPIENTE,70,2017719.93,0.0015,97.8047,3113,sample_1000
HERIDA DE LA PARED ABDOMINAL,95,6749502.34,0.002,97.024,2659,sample_1000
FISURA DEL PALADAR DURO CON LABIO LEPORINO UNILATERAL,54,1508695.13,0.0011,98.3173,3508,sample_1000
TRAUMATISMOS NO ESPECIFICADOS DEL ANTEBRAZO,97,4487710.88,0.0021,96.98,2637,sample_1000
EMBOLIA Y TROMBOSIS DE ARTERIAS DE LOS MIEMBROS SUPERIORES,99,9231075.88,0.0021,96.9149,2606,sample_1000
SÍNDROME DE DIFICULTAD RESPIRATORIA DEL ADULTO,60,3385312.73,0.0013,98.1165,3341,sample_1000
ABSCESO DE GLÁNDULA SALIVAL,73,3665773.26,0.0015,97.6682,3022,sample_1000
TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LOS ORGANOS URINARIOS,81,15458803.98,0.0017,97.4221,2872,sample_1000
"TRASTORNO INFLAMATORIO DE ÓRGANO GENITAL MASCULINO, NO ESPECIFICADO",80,5079350.95,0.0017,97.451,2889,sample_1000
ATEROSCLEROSIS GENERALIZADA Y LA NO ESPECIFICADA,89,10366540.35,0.0019,97.2041,2751,sample_1000
TRAUMATISMO DEL TENDÓN Y MÚSCULO DEL EXTENSOR LARGO DEL (DE LOS) DEDO(S) A NIVEL DEL PIE Y DEL TOBILLO,74,2669604.13,0.0016,97.659,3016,sample_1000
"OTRAS MALFORMACIONES CONGÉNITAS DEL OJO, ESPECIFICADAS",67,1556285.08,0.0014,97.8878,3171,sample_1000
ESTENOSIS DE LA AORTA,65,16644430.22,0.0014,97.9466,3213,sample_1000
LIQUEN PLANO HIPERTRÓFICO,72,492941.34,0.0015,97.7252,3060,sample_1000
EPIDERMÓLISIS BULLOSA SIMPLE,63,717364.15,0.0013,98.0255,3271,sample_1000
OTRAS COXARTROSIS SECUNDARIAS,82,7559125.59,0.0017,97.4085,2864,sample_1000
OTROS TRASTORNOS DE LA DENSIDAD Y DE LA ESTRUCTURA OSEAS,54,2163679.7,0.0011,98.3008,3493,sample_1000
FÍSTULA DEL INTESTINO,54,6497127.42,0.0011,98.2953,3488,sample_1000
TRAUMATISMO DE MÚLTIPLES TENDONES Y MÚSCULOS A NIVEL DE LA PIERNA,74,2345051.43,0.0016,97.643,3006,sample_1000
BALANITIS XEROTICA OBLITERANTE,55,1619213.02,0.0012,98.283,3477,sample_1000
"MENINGOENCEFALITIS Y MENINGOMIELITIS BACTERIANAS, NO CLASIFICADAS EN OTRA PARTE",81,14665551.64,0.0017,97.4391,2882,sample_1000
"TUMOR BENIGNO DE ÓRGANO GENITAL FEMENINO, SITIO NO ESPECIFICADO",52,2640569.74,0.0011,98.3602,3547,sample_1000
TUMOR BENIGNO DE LA LENGUA,97,2694289.36,0.0021,96.9485,2622,sample_1000
FRACTURA DEL ESTERNÓN,64,3347908.58,0.0014,97.9886,3243,sample_1000
LESIÓN DE SITIOS CONTIGUOS DEL PALADAR,59,2984997.13,0.0013,98.1516,3368,sample_1000
"HERIDA DE MIEMBRO INFERIOR, NIVEL NO ESPECIFICADO",55,1630855.53,0.0012,98.271,3467,sample_1000
OTROS TRAUMATISMOS MÚLTIPLES DE LA MUÑECA Y DE LA MANO,96,4448724.89,0.002,97.004,2649,sample_1000
OTROS TRAUMATISMOS ESPECIFICADOS DEL ANTEBRAZO,73,4508084.78,0.0015,97.6727,3025,sample_1000
TUMOR MALIGNO DE LA CORTEZA DE LA GLÁNDULA SUPRARRENAL,96,13364546.54,0.002,97.006,2650,sample_1000
LINFOMA LINFOBLÁSTICO (DIFUSO),79,9930322.24,0.0017,97.4952,2915,sample_1000
ATENCION POR EL USO DE PROCEDIMIENTOS DE REHABILITACION,57,184289.1,0.0012,98.199,3407,sample_1000
DEFORMIDAD ADQUIRIDA DE COSTILLAS Y TÓRAX,73,6198867.62,0.0015,97.6802,3030,sample_1000
"LABIO LEPORINO, UNILATERAL",71,4540350.09,0.0015,97.7597,3083,sample_1000
LUXACIONES MÚLTIPLES DEL CUELLO,83,453168.55,0.0018,97.3616,2837,sample_1000
"TUMOR MALIGNO DE LA PIEL DEL PÁRPADO, INCLUIDA LA COMISURA PALPEBRAL",63,2516011.75,0.0013,97.9995,3251,sample_1000
SINUSITIS ESFENOIDAL CRÓNICA,62,1587983.24,0.0013,98.0476,3288,sample_1000
OTROS TRASTORNOS ESPECIFICADOS DEL CRISTALINO,69,2935210.16,0.0015,97.8212,3124,sample_1000
"AGRESIÓN CON OBJETO CORTANTE, VIVIENDA",86,7159473.36,0.0018,97.2914,2798,sample_1000
"ULCERA PEPTICA, DE SITIO NO ESPECIFICADO",73,3317573.53,0.0015,97.6697,3023,sample_1000
"OTRAS OSTEOPOROSIS, CON FRACTURA PATOLÓGICA",57,1311610.69,0.0012,98.1894,3399,sample_1000
COMPLICACIÓN MECÁNICA DE PRÓTESIS ARTICULAR INTERNA,54,5919537.75,0.0011,98.303,3495,sample_1000
LEUCEMIA LINFOCITICA CRONICA,63,15576987.5,0.0013,98.0242,3270,sample_1000
"TUMOR MALIGNO DE LA VÍAS RESPIRATORIA SUPERIORES, PARTE NO ESPECIFICADA",71,11441040.31,0.0015,97.7687,3089,sample_1000
OTRAS MONONEUROPATÍAS DEL MIEMBRO SUPERIOR,94,2861132.92,0.002,97.048,2671,sample_1000
FRACTURAS MÚLTIPLES DE LA COLUMNA LUMBAR Y DE LA PELVIS,96,10818239.2,0.002,96.998,2646,sample_1000
OTROS SÍNTOMAS Y SIGNOS ESPECIFICADOS QUE INVOLUCRAN EL SISTEMA DIGESTIVO Y EL ABDOMEN,56,8052808.31,0.0012,98.2146,3420,sample_1000
"INTOLERANCIA A LA LACTOSA, NO ESPECIFICADA",80,2603720.7,0.0017,97.4561,2892,sample_1000
OTRAS ARTROSIS SECUNDARIAS,69,4343747.51,0.0015,97.8227,3125,sample_1000
EXAMEN Y OBSERVACION POR OTRAS RAZONES,61,208998.08,0.0013,98.0827,3315,sample_1000
OTRAS APNEAS DEL RECIÉN NACIDO,77,14937981.56,0.0016,97.5406,2942,sample_1000
SECUELAS DE TRAUMATISMO DE TENDÓN Y MÚSCULO DE MIEMBRO INFERIOR,52,2844206.34,0.0011,98.3635,3550,sample_1000
TUMOR BENIGNO DE LAS MENINGES RAQUÍDEAS,93,10969370.14,0.002,97.09,2692,sample_1000
"TRASTORNO MENOPÁUSICO Y PERIMENOPÁUSICO, NO ESPECIFICADO",74,459517.89,0.0016,97.6462,3008,sample_1000
OTRAS MALFORMACIONES CONGÉNITAS DE LOS TABIQUES CARDÍACOS,73,11537588.86,0.0015,97.6817,3031,sample_1000
"ENFERMEDAD POR VIH, RESULTANTE EN SARCOMA DE KAPOSI",84,9119953.11,0.0018,97.331,2820,sample_1000
TUMOR BENIGNO DEL TIMO,55,3018821.94,0.0012,98.2806,3475,sample_1000
ENFERMEDAD TÓXICA DEL HÍGADO CON HEPATITIS CRÓNICA LOBULAR,61,2729843.36,0.0013,98.0684,3304,sample_1000
"HELMINTIASIS INTESTINAL, SIN OTRA ESPECIFICACIÓN",52,279463.45,0.0011,98.3734,3559,sample_1000
FIEBRES TIFOIDEA Y PARATIFOIDEA,52,2929093.57,0.0011,98.369,3555,sample_1000
INFECCIÓN NO ESPECIFICADA DE LAS VÍAS URINARIAS EN EL EMBARAZO,55,726407.96,0.0012,98.2686,3465,sample_1000
TUMOR BENIGNO DEL RECTO,67,2937807.87,0.0014,97.899,3179,sample_1000
MIELOFIBROSIS AGUDA,75,9727814.4,0.0016,97.6142,2988,sample_1000
AUSENCIA CONGÉNITA DE OVARIO,52,1395029.98,0.0011,98.3646,3551,sample_1000
OLIGOHIDRAMNIOS,51,1930663.09,0.0011,98.3976,3581,sample_1000
"TRASTORNOS DE LA PUBERTAD, NO CLASIFICADOS EN OTRA PARTE",81,1530203.92,0.0017,97.4272,2875,sample_1000
NEVO MELANOCÍTICO DEL LABIO,94,1703292.37,0.002,97.044,2669,sample_1000
AFECCIÓN RESPIRATORIA NO ESPECIFICADA DEL RECIÉN NACIDO,71,8295868.98,0.0015,97.7492,3076,sample_1000
"SÍNDROME NEFRÓTICO, LESIONES GLOMERULARES FOCALES Y SEGMENTARIAS",71,1930197.3,0.0015,97.7552,3080,sample_1000
OCLUSIÓN Y ESTENOSIS DE ARTERIA CEREBRAL NO ESPECIFICADA,79,6744364.62,0.0017,97.4714,2901,sample_1000
EOSINOFILIA,75,6209661.73,0.0016,97.6238,2994,sample_1000
TUMOR BENIGNO DEL ENCEFALO Y DE OTRAS PARTES DEL SISTEMA NERVIOSO CENTRAL,57,5679368.99,0.0012,98.1834,3394,sample_1000
EFECTOS DE LA CORRIENTE ELÉCTRICA,62,2815287.28,0.0013,98.0463,3287,sample_1000
TUMOR BENIGNO DE LA VAGINA,54,1400861.13,0.0011,98.3041,3496,sample_1000
PERICONDRITIS DEL OÍDO EXTERNO,83,1800668.57,0.0018,97.3526,2832,sample_1000
OTRAS ENFERMEDADES DEL SISTEMA DIGESTIVO,70,2424362.86,0.0015,97.7972,3108,sample_1000
"RETARDO DEL CRECIMIENTO FETAL, NO ESPECIFICADO",55,4741988.48,0.0012,98.2782,3473,sample_1000
OTROS TRASTORNOS ESPECIFICADOS DE LA CONJUNTIVA,71,1382789.49,0.0015,97.7327,3065,sample_1000
OTROS SÍNDROMES MIELODISPLÁSICOS,78,20504590.72,0.0017,97.519,2929,sample_1000
TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LOS NERVIOS CRANEALES,87,6971924.23,0.0018,97.2626,2782,sample_1000
TRASTORNOS DE LA ROTULA,66,5700144.59,0.0014,97.9228,3196,sample_1000
"TUBERCULOSIS DE PULMÓN, SIN MENCIÓN DE CONFIRMACIÓN BACTERIOLÓGICA O HISTOLÓGICA",51,6277762.34,0.0011,98.4108,3593,sample_1000
TUMOR MALIGNO SECUNDARIO DEL PERITONEO Y DEL RETROPERITONEO,77,18303106.59,0.0016,97.5438,2944,sample_1000
OTRAS ENFERMEDADES INTESTINALES DEBIDAS A PROTOZOARIOS,51,1261913.5,0.0011,98.4086,3591,sample_1000
"TRASTORNO QUE AFECTA AL MECANISMO DE LA INMUNIDAD, NO ESPECIFICADO",69,2550791.15,0.0015,97.8137,3119,sample_1000
HERPES ZOSTER CON OTROS COMPROMISOS DEL SISTEMA NERVIOSO,96,3550984.03,0.002,96.982,2638,sample_1000
OTRAS ENFERMEDADES DE LA VÁLVULA MITRAL,92,13277983.99,0.002,97.112,2703,sample_1000
ESTOMATITIS VESICULAR ENTEROVIRAL CON EXANTEMA,64,850391.05,0.0014,97.9662,3227,sample_1000
"TUMOR MALIGNO DE LOS HUESOS DE LA PELVIS, SACRO Y CÓCCIX",99,8223523.779999999,0.0021,96.9191,2608,sample_1000
PLASMOCITOMA EXTRAMEDULAR,95,27503663.56,0.002,97.016,2655,sample_1000
HERIDAS MÚLTIPLES DE LA PIERNA,97,4922477.83,0.0021,96.959,2627,sample_1000
HERIDA DE DEDO(S) DEL PIE SIN DAÑO(S) DE LA(S) UÑA(S),258,3846974.65,0.0055,93.112,1507,sample_1000
TRAUMATISMO DE MÚLTIPLES TENDONES Y MÚSCULOS A NIVEL DEL PIE Y DEL TOBILLO,150,9969829.25,0.0032,95.6659,2119,sample_1000
OTROS TRAUMATISMOS ESPECIFICADOS DE LA MUÑECA Y DE LA MANO,390,18825797.8,0.0083,90.6642,1145,sample_1000
ENCEFALITIS AGUDA DISEMINADA,407,68060996.76,0.0086,90.3855,1112,sample_1000
AMPUTACIÓN TRAUMÁTICA DEL PULGAR (COMPLETA) (PARCIAL),286,11315658.17,0.0061,92.5798,1415,sample_1000
NEFROPATÍA DE LOS BALCANES,106,2580616.18,0.0022,96.7317,2521,sample_1000
NECESIDAD DE INMUNIZACIÓN SÓLO CONTRA EL CÓLERA,115,181463.71,0.0024,96.4478,2399,sample_1000
"HIPOACUSIA NEUROSENSORIAL, BILATERAL",357,31180760.33,0.0076,91.2256,1216,sample_1000
"OTROS TRAUMATISMOS DE LA PIERNA, ESPECIFICADOS",273,11410048.28,0.0058,92.8466,1460,sample_1000
"SALPINGITIS Y OOFORITIS, NO ESPECIFICADAS",334,17001038.6,0.0071,91.6706,1277,sample_1000
OTRAS ENTERITIS VIRALES,263,12994512.32,0.0056,93.0454,1495,sample_1000
CÁLCULO DE LAS VÍAS URINARIAS EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE,312,17316843.58,0.0066,92.0914,1338,sample_1000
"OTRA REACCIÓN ADVERSA A ALIMENTOS, NO CLASIFICADA EN OTRA PARTE",220,3522272.98,0.0047,93.9282,1669,sample_1000
LESIÓN DE SITIOS CONTIGUOS DE LOS ÓRGANOS GENITALES MASCULINOS,103,7167824.62,0.0022,96.7999,2552,sample_1000
AMPUTACIÓN TRAUMÁTICA DE DOS O MÁS DEDOS SOLAMENTE (COMPLETA) (PARCIAL),182,11314870.56,0.0039,94.8685,1891,sample_1000
"TUMOR MALIGNO DEL HÍGADO, NO ESPECIFICADO",449,67728438.1,0.0095,89.7474,1042,sample_1000
ENTESOPATÍA VERTEBRAL,477,18954509.9,0.0101,89.4044,1007,sample_1000
TRAUMATISMO DEL OJO Y DE LA ORBITA,126,1865672.81,0.0027,96.224,2311,sample_1000
FRACTURA DEL ACETÁBULO,310,21892467.04,0.0066,92.1574,1348,sample_1000
TRAUMATISMOS MÚLTIPLES DE LA CABEZA,328,17577440.080000002,0.007,91.8396,1301,sample_1000
ARTROPATÍA PSORIÁSICA INTERFALÁNGICA DISTAL,128,8340233.15,0.0027,96.1565,2286,sample_1000
PUBERTAD RETARDADA,242,5590705.59,0.0051,93.4366,1568,sample_1000
ENFERMEDAD TÓXICA DEL HÍGADO CON CIRROSIS Y FIBROSIS DEL HÍGADO,105,8247577.61,0.0022,96.7537,2531,sample_1000
ECZEMA HERPÉTICO,148,22021989.33,0.0031,95.707,2132,sample_1000
TUMOR MALIGNO DEL COLON DESCENDENTE,477,65608418.48,0.0101,89.3943,1006,sample_1000
PULPITIS,179,1353724.36,0.0038,94.9373,1909,sample_1000
HIPERHIDROSIS LOCALIZADA,256,12992747.6,0.0054,93.1828,1520,sample_1000
DEFORMIDADES ADQUIRIDAS DE LOS DEDOS DE LA MANO Y DEL PIE,198,9430379.76,0.0042,94.449,1787,sample_1000
OTRAS ENFERMEDADES ESPECIFICADAS DE LA SANGRE Y DE LOS ÓRGANOS HEMATOPOYÉTICOS,333,20920032.4,0.0071,91.7132,1283,sample_1000
TENDINITIS CALCIFICADA,102,2413080.42,0.0022,96.8263,2564,sample_1000
"TUMEFACCIÓN, MASA O PROMINENCIA INTRAABDOMINAL Y PÉLVICA",448,40426929.52,0.0095,89.7949,1047,sample_1000
CONCUSIÓN Y EDEMA DE LA MÉDULA ESPINAL LUMBAR,300,33372440.07,0.0064,92.3063,1371,sample_1000
OTROS TRASTORNOS DEL CARTÍLAGO ARTICULAR,126,8969839.88,0.0027,96.2105,2306,sample_1000
DISFAGIA,117,7488214.37,0.0025,96.3811,2372,sample_1000
"INFECCIONES AGUDAS DE LAS VIAS RESPIRATORIAS SUPERIORES, DE SITIOS MULTIPLES O NO ESPECIFICADOS",130,3208635.86,0.0028,96.1018,2266,sample_1000
PLACENTA PREVIA CON HEMORRAGIA,258,14746129.34,0.0055,93.134,1511,sample_1000
"TRASTORNO ENDOCRINO, NO ESPECIFICADO",262,7436649.79,0.0056,93.0678,1499,sample_1000
FÍSTULA DE LA URETRA,359,8230487.54,0.0076,91.2104,1214,sample_1000
"POLINEUROPATÍA INFLAMATORIA, NO ESPECIFICADA",145,32796895.19,0.0031,95.8,2162,sample_1000
LESIÓN DEL NERVIO CUBITAL,388,15839860.75,0.0082,90.7054,1150,sample_1000
OTRAS ESTRECHECES URETRALES,346,19697855.16,0.0073,91.3745,1236,sample_1000
LESIÓN DE SITIOS CONTIGUOS DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA BOCA,269,3092750.64,0.0057,92.9273,1474,sample_1000
TUMOR BENIGNO DE LA GLÁNDULA PARATIROIDES,248,14121590.26,0.0053,93.3273,1547,sample_1000
VÁRICES ESOFÁGICAS CON HEMORRAGIA,479,33762855.29,0.0102,89.3335,1000,sample_1000
GINGIVOESTOMATITIS Y FARINGOAMIGDALITIS HERPÉTICA,311,8764899.37,0.0066,92.131,1344,sample_1000
ESTRABISMO CONCOMITANTE CONVERGENTE,473,11811845.04,0.01,89.4245,1009,sample_1000
HIDRADENITIS SUPURATIVA,289,23954929.71,0.0061,92.5432,1409,sample_1000
"OTROS TRASTORNOS NO INFLAMATORIOS DEL OVARIO, DE LA TROMPA DE FALOPIO Y DEL LIGAMENTO ANCHO",432,20282781.27,0.0092,90.0654,1076,sample_1000
"ARTRITIS PIÓGENA, NO ESPECIFICADA",219,29126796.04,0.0046,93.9328,1670,sample_1000
PIE PLANO CONGÉNITO,160,4173181.06,0.0034,95.3738,2030,sample_1000
"TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE ÓRGANOS RESPIRATORIOS, SITIO NO ESPECIFICADO",179,34992973.26,0.0038,94.9525,1913,sample_1000
OTROS TRASTORNOS ESPECIFICADOS DEL OJO EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,154,2195297.72,0.0033,95.5471,2082,sample_1000
"OSTEOPOROSIS NO ESPECIFICADA, CON FRACTURA PATOLÓGICA",106,4221788.12,0.0022,96.7053,2509,sample_1000
"ESCOLIOSIS, NO ESPECIFICADA",298,49572285.67,0.0063,92.3315,1375,sample_1000
OTRAS CISTITIS CRÓNICAS,173,9116361.24,0.0037,95.1091,1955,sample_1000
