causa,frecuencia,monto_total,pct_cobertura,pct_acumulado,rango
"CUERPO EXTRAÑO QUE PENETRA A TRAVÉS DE LA PIEL, ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN",3,94888.13,0.0001,99.9435,7719
INFECCION VIRAL INESPECIFICA CARACTERIZADA POR LES,3,70450.93,0.0001,99.9436,7720
OBSERVACION POR SOSPECHA DE ENFERMEDAD O AFECCION,3,309376.32,0.0001,99.9437,7721
OTRAS ENFERMEDADES ESPECIFICADAS DEBIDAS A PROTOZOARIOS,3,15160.37,0.0001,99.9438,7722
DISPLASIA DISTRÓFICA,3,266498.47,0.0001,99.9439,7723
DISPLASIA ECTODÉRMICA (ANHIDRÓTICA),3,239754.25,0.0001,99.944,7724
LEUCEMIA DE MASTOCITOS,3,1474495.89,0.0001,99.9441,7725
"DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, DE INTENCIÓN NO DETERMINADA, CALLES Y CARRETERAS",3,62059.19,0.0001,99.9442,7726
"EXCESO DE ESFUERZO Y MOVIMIENTOS EXTENUANTES Y REPETITIVOS, VIVIENDA",3,4057.69,0.0001,99.9443,7727
"EXPLOSIÓN Y ROTURA DE CILINDRO CON GAS, VIVIENDA",3,39327.18,0.0001,99.9444,7728
"COMPLICACIÓN MECÁNICA DE OTROS DISPOSITIVOS PROTÉSICOS, IMPLANTES E INJERTOS INTERNOS ESPECIFICADOS",3,152060.41,0.0001,99.9445,7729
DISPLASIA CONDROECTODÉRMICA,3,387774.93999999994,0.0001,99.9446,7730
OTROS TRASTORNOS DEL METABOLISMO DE LOS AMINOACIDOS,3,95700.73,0.0001,99.9447,7731
OTROS TRASTORNOS DEL METABOLISMO DE LOS MINERALES,3,5398015.0,0.0001,99.9448,7732
AGRESION CON FUERZA CORPORAL,3,92543.98999999999,0.0001,99.9449,7733
EXAMEN DE PESQUISA ESPECIAL PARA TUMOR DE SITIO NO ESPECIFICADO,3,80008.66,0.0001,99.945,7734
COMPLICACIONES EN EL INTENTO DE INTRODUCCIÓN DEL EMBRIÓN EN LA TRANSFERENCIA DE EMBRIONES,3,35918.99,0.0001,99.9451,7735
INFECCIONES DE LA MAMA ASOCIADAS CON EL PARTO,3,75056.18,0.0001,99.9452,7736
OCLUSION Y ESTENOSIS DE LAS ARTERIAS PRECEREBRALES SIN OCASIONAR INFARTO CEREBRAL,3,61426.46,0.0001,99.9453,7737
PARAPLEJIA ESPASTICA HEREDITARIA,3,175144.43,0.0001,99.9454,7738
CUERPO EXTRAÑO DEJADO ACCIDENTALMENTE EN CAVIDAD CORPORAL O EN HERIDA OPERATORIA CONSECUTIVA A PROCEDIMIENTO,3,86847.34,0.0001,99.9455,7739
TRASTORNOS DE LAS UÑAS EN ENFERMEDADES CLASIFICADA,3,13718.869999999999,0.0001,99.9456,7740
"QUEMADURA SOLAR, NO ESPECIFICADA",3,37889.44,0.0001,99.9457,7741
QUEMADURA Y CORROSION DEL TOBILLO Y DEL PIE,3,19550.37,0.0001,99.9458,7742
NEUROPATIA HEREDITARIA E IDIOPATICA,3,586124.62,0.0001,99.9459,7743
NÓDULOS DE BOUCHARD (CON ARTROPATÍA),3,131934.03,0.0001,99.946,7744
"OCUPANTE DE AUTOMÓVIL LESIONADO POR COLISIÓN CON OTROS VEHÍCULOS SIN MOTOR, OCUPANTE NO ESPECIFICADO DE AUTOMÓVIL, LESIONADO EN ACCIDENTE DE TRÁNSITO",3,43466.34,0.0001,99.9461,7745
"ASCARIASIS, NO ESPECIFICADA",3,162556.3,0.0001,99.9462,7746
NEUROMA DE MUÑÓN DE AMPUTACIÓN,3,79759.44,0.0001,99.9463,7747
TUMOR BENIGNO DE LA RETINA,3,214841.90000000002,0.0001,99.9464,7748
OTRAS FORMAS ESPECIFICADAS DE TEMBLOR,3,77204.45,0.0001,99.9465,7749
INFECCION GONOCOCICA,3,12285.83,0.0001,99.9466,7750
GOLPE CONTRA O GOLPEADO POR EQUIPO PARA DEPORTES,3,19023.879999999997,0.0001,99.9467,7751
ENFERMEDAD CIFOSCOLIÓTICA DEL CORAZÓN,3,145475.94,0.0001,99.9468,7752
GASTROSTOMÍA,3,83130.39,0.0001,99.9469,7753
OTRAS FALLAS DE LA COORDINACION Y LAS NO ESPECIFICADAS,3,152565.96,0.0001,99.947,7754
"INFECCIÓN PULMONAR DEBIDA A HISTOPLASMA CAPSULATUM, SIN OTRA ESPECIFICACIÓN",3,25125.68,0.0001,99.9471,7755
"INFECCIÓN Y REACCIÓN INFLAMATORIA DEBIDAS A OTROS DISPOSITIVOS PROTÉSICOS, IMPLANTES E INJERTOS ORTOPÉDICOS INTERNOS",3,1441612.82,0.0001,99.9472,7756
CAIDA QUE IMPLICA SILLA,3,92802.34,0.0001,99.9473,7757
"CAIDA, PERMANENCIA O CARRERA DELANTE O HACIA OBJETO EN MOVIMIENTO, DE INTENCION",3,15477.370000000003,0.0001,99.9474,7758
MOTOCICLISTA LESIONADO POR COLISION CON VEHICULO DE MOTOR DE DOS O TRES RUEDAS,3,8812.77,0.0001,99.9475,7759
"MORDEDURA O PICADURA DE INSECTOS Y OTROS ARTRÓPODOS NO VENENOSOS, CALLES Y CARRETERAS",3,15860.570000000002,0.0001,99.9476,7760
"OTROS TRASTORNOS DEL OÍDO Y DE LA APÓFISIS MASTOIDES, CONSECUTIVOS A PROCEDIMIENTOS",3,52142.24,0.0001,99.9477,7761
OTROS TRASTORNOS EMOCIONALES EN LA NIÑEZ,3,33863.91,0.0001,99.9478,7762
TIÑA IMBRICADA [TINEA IMBRICATA],3,900.0,0.0001,99.9479,7763
LECTURA DE PRESIÓN BAJA NO ESPECÍFICA,3,34018.51,0.0001,99.948,7764
ALOPECIA ANDROGENA,3,20153.68,0.0001,99.9481,7765
"AHOGAMIENTO Y SUMERSIÓN CONSECUTIVOS A CAÍDA EN UNA PISCINA, VIVIENDA",3,128036.23,0.0001,99.9482,7766
"AHOGAMIENTO Y SUMERSIÓN, DE INTENCIÓN NO DETERMINADA, VIVIENDA",3,958786.3999999999,0.0001,99.9483,7767
SARCOMA DE KAPOSI DE OTROS SITIOS ESPECIFICADOS,3,293963.29,0.0001,99.9484,7768
"SECUELAS DE ENVENENAMIENTOS POR DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLÓGICAS",3,33695.18,0.0001,99.9485,7769
SARAMPIÓN SIN COMPLICACIONES,3,225956.69,0.0001,99.9486,7770
SARCOIDOSIS DEL PULMÓN Y DE LOS GANGLIOS LINFÁTICOS,3,1240522.38,0.0001,99.9487,7771
SARCOMA DE KAPOSI DE LOS GANGLIOS LINFÁTICOS,3,518350.26,0.0001,99.9488,7772
"CONTACTO TRAUMÁTICO CON ARAÑAS VENENOSAS, OTRO LUGAR ESPECIFICADO",3,25822.010000000002,0.0001,99.9489,7773
"TRASTORNO POR TIC, NO ESPECIFICADO",3,6579.46,0.0001,99.949,7774
"INFECCIONES RESPIRATORIAS, NO CLASIFICADAS EN OTRO SITIO",3,57430.770000000004,0.0001,99.9491,7775
INFERTILIDAD FEMENINA DE ORIGEN TUBÁRICO,3,398706.1,0.0001,99.9492,7776
DERMATITIS ALÉRGICA DE CONTACTO DEBIDA A COSMÉTICOS,3,5713.73,0.0001,99.9493,7777
ANEMIA REFRACTARIA CON SIDEROBLASTOS EN FORMA DE ANILLO,3,473360.75,0.0001,99.9494,7778
FÍSTULA ARTERIA HEPÁTICA-VENA PORTA,3,159042.8,0.0001,99.9495,7779
CONVALECENCIA CONSECUTIVA A QUIMIOTERAPIA,3,1800.0,0.0001,99.9496,7780
CORAZÓN TRIAURICULAR,3,2784346.63,0.0001,99.9497,7781
OTRAS FIEBRES VIRALES ESPECIFICADAS TRANSMITIDAS POR ARTRÓPODOS,3,172041.65000000002,0.0001,99.9498,7782
FÍSTULA DEL APÉNDICE,3,104082.75,0.0001,99.9499,7783
"CICLISTA LESIONADO POR COLISIÓN CON OBJETO ESTACIONADO O FIJO, PERSONA LESIONADA AL SUBIR O BAJAR DEL VEHÍCULO",3,560322.77,0.0001,99.95,7784
"CICLISTA NO ESPECIFICADO LESIONADO POR COLISIÓN CON OTROS VEHÍCULOS DE MOTOR, Y CON LOS NO ESPECIFICADOS, EN ACCIDENTE NO DE TRÁNSITO",3,266290.06,0.0001,99.9501,7785
OTRAS FIEBRES ESPECIFICADAS,3,8869.27,0.0001,99.9502,7786
FRACTURA DE OTRAS PARTES DEL CUELLO,3,119943.33,0.0001,99.9503,7787
"TRASTORNO AFECTIVO BIPOLAR, NO ESPECIFICADO",3,9291.1,0.0001,99.9504,7788
TRABAJO DE PARTO Y PARTO COMPLICADOS POR OTRAS EVIDENCIAS DE SUFRIMIENTO FETAL,3,21994.61,0.0001,99.9505,7789
LEPTOSPIROSIS,3,99987.9,0.0001,99.9506,7790
"COMPLICACIONES CONSECUTIVAS AL ABORTO, AL EMBARAZO ECTOPICO Y AL EMBARAZO MOLAR",3,25942.129999999997,0.0001,99.9507,7791
"COMPLICACIONES DE OTROS DISPOSITIVOS PROTESICOS, IMPLANTES E INJERTOS INTERNOS",3,246485.88999999998,0.0001,99.9508,7792
"CONTACTO TRAUMÁTICO CON ESCORPIÓN, OTRO LUGAR ESPECIFICADO",3,25929.879999999997,0.0001,99.9509,7793
ATENCION PREPARATORIA PARA TRATAMIENTO SUBSECUENTE,3,216419.5,0.0001,99.951,7794
NECESIDAD DE INMUNIZACION CONTRA OTRAS ENFERMEDADE,3,767.55,0.0001,99.9511,7795
OTRAS MALFORMACIONES CONGÉNITAS DEL PULMÓN,3,413039.82000000007,0.0001,99.9512,7796
TUMOR MALIGNO DE LA PLACENTA,3,916533.9800000001,0.0001,99.9513,7797
"AGRESIÓN POR MEDIOS NO ESPECIFICADOS, CALLES Y CARRETERAS",3,141231.0,0.0001,99.9514,7798
"MORDEDURA O PICADURA DE INSECTOS Y OTROS ARTRÓPODOS NO VENENOSOS, ÁREAS DE DEPORTE Y ATLETISMO",3,11468.5,0.0001,99.9515,7799
"MOSAICO 45, X/46,XX O XY",3,43078.95,0.0001,99.9516,7800
CONTACTO CON Y EXPOSICIÓN AL VIRUS DE LA INMUNODEFICIENCIA HUMANA [VIH],3,26225.46,0.0001,99.9517,7801
OTRAS MALFORMACIONES CONGÉNITAS DE LOS PÁRPADOS,3,144701.95,0.0001,99.9518,7802
INFECCIÓN GENITAL EN EL EMBARAZO,3,18339.37,0.0001,99.9519,7803
INFLAMACION CORIORRETINIANA,3,3934104.9400000004,0.0001,99.952,7804
"ENFERMEDAD POR VIRUS DE LA INMUNODEFICIENCIA HUMANA [VIH], RESULTANTE EN OTRAS ENFERMEDADES ESPECIFICADAS",3,155083.92,0.0001,99.9521,7805
"NIVEL ANORMAL DE ENZIMAS EN SUERO, NO ESPECIFICADO",3,249909.0,0.0001,99.9522,7806
NIVELES ANORMALES DE OTRAS ENZIMAS EN SUERO,3,62996.409999999996,0.0001,99.9523,7807
"TRASTORNO ESQUIZOAFECTIVO, NO ESPECIFICADO",3,103020.23,0.0001,99.9524,7808
TRASTORNO HIPERACTIVO ASOCIADO CON RETRASO MENTAL Y MOVIMIENTOS ESTEREOTIPADOS,3,107908.8,0.0001,99.9525,7809
TRASTORNO MENTAL NO ESPECIFICADO DEBIDO A LESIÓN Y DISFUNCIÓN CEREBRAL Y A ENFERMEDAD FÍSICA,3,91208.38999999998,0.0001,99.9526,7810
AMPUTACIÓN TRAUMÁTICA A NIVEL DEL CUELLO,3,111030.79,0.0001,99.9527,7811
"FRACTURA DEL CUELLO, PARTE NO ESPECIFICADA",3,723571.2799999999,0.0001,99.9528,7812
TUMOR BENIGNO DE ÓRGANO INTRATORÁCICO NO ESPECIFICADO,3,336327.06,0.0001,99.9529,7813
TUMOR BENIGNO DEL OIDO MEDIO Y DEL SISTEMA RESPIRATORIO,3,235217.31000000003,0.0001,99.953,7814
OTRAS INFECCIONES DE LAS VÍAS GENITOURINARIAS CONSECUTIVAS AL PARTO,3,90589.57,0.0001,99.9531,7815
OTROS TRASTORNOS SUDORÍPAROS APOCRINOS,3,98696.22,0.0001,99.9532,7816
"AMPUTACIÓN TRAUMÁTICA DE UN PIE Y LA OTRA PIERNA [CUALQUIER NIVEL, EXCEPTO PIE]",3,34794.979999999996,0.0001,99.9533,7817
BOCIO DISHORMOGENÉTICO,3,16958.809999999998,0.0001,99.9534,7818
NECESIDAD DE INMUNIZACIÓN CONTRA LA HEPATITIS VIRAL,3,7700.0,0.0001,99.9535,7819
NECESIDAD DE INMUNIZACIÓN CONTRA LA POLIOMIELITIS,3,9150.0,0.0001,99.9536,7820
"BOCA SECA, NO ESPECIFICADA",3,9326.24,0.0001,99.9537,7821
INTOXICACIÓN ALIMENTARIA POR CLENBUTEROL,3,38755.56,0.0001,99.9538,7822
IRIDOCICLITIS EN ENFERMEDADES INFECCIOSAS Y PARASITARIAS CLASIFICADAS EN OTRA PARTE,3,21942.370000000003,0.0001,99.9539,7823
ISQUEMIA MIOCÁRDICA TRANSITORIA DEL RECIÉN NACIDO,3,402156.02,0.0001,99.954,7824
ATENCIÓN DEL EMBARAZO EN UNA ABORTADORA HABITUAL,3,23978.46,0.0001,99.9541,7825
ATENCIÓN MATERNA POR (PRESUNTA) ANORMALIDAD CROMOSÓMICA EN EL FETO,3,109331.31,0.0001,99.9542,7826
ATENCIÓN MATERNA POR CRECIMIENTO FETAL EXCESIVO,3,41600.4,0.0001,99.9543,7827
FETO Y RECIÉN NACIDO AFECTADOS POR ENFERMEDADES INFECCIOSAS Y PARASITARIAS DE LA MADRE,3,1491018.85,0.0001,99.9544,7828
FETO Y RECIÉN NACIDO AFECTADOS POR ENFERMEDADES RENALES Y DE LAS VÍAS URINARIAS DE LA MADRE,3,614147.9500000001,0.0001,99.9545,7829
FETO Y RECIÉN NACIDO AFECTADOS POR OTRAS ANORMALIDADES DE LAS MEMBRANAS,3,1294587.19,0.0001,99.9546,7830
FETO Y RECIÉN NACIDO AFECTADOS POR OTRAS COMPLICACIONES DEL CORDÓN UMBILICAL Y LAS NO ESPECIFICADAS,3,138078.66,0.0001,99.9547,7831
FASCICULACIÓN,3,4638.44,0.0001,99.9548,7832
TUMOR MALIGNO DE LA GLÁNDULA SUBLINGUAL,3,760343.9400000001,0.0001,99.9549,7833
INQUIETUD Y AGITACIÓN,3,14814.33,0.0001,99.955,7834
ATAXIA HEREDITARIA,3,79426.08,0.0001,99.9551,7835
"CICLISTA LESIONADO EN OTROS ACCIDENTES DE TRANSPORTE, Y EN LOS NO ESPECIFICADOS.",3,245331.62000000002,0.0001,99.9552,7836
NEUMONÍA DEBIDA A VARICELA,3,188085.96,0.0001,99.9553,7837
QUISTE CONGÉNITO DEL MEDIASTINO,3,317604.1,0.0001,99.9554,7838
INMUNODEFICIENCIA VARIABLE COMÚN CON AUTOANTICUERPOS ANTI-B O ANTI-T,3,182353.65,0.0001,99.9555,7839
"CONTACTO TRAUMÁTICO CON ESCORPIÓN, LUGAR NO ESPECIFICADO",3,8213.64,0.0001,99.9556,7840
TUMOR DE BURKITT,3,893767.71,0.0001,99.9557,7841
AMILOIDOSIS DE LA PIEL (E85.-Å),3,21336.379999999997,0.0001,99.9558,7842
"CORROSIÓN DE SEGUNDO GRADO, REGIÓN DEL CUERPO NO ESPECIFICADA",3,34855.13,0.0001,99.9559,7843
CICLISTA LESIONADO EN ACCIDENTE DE TRANSPORTE SIN COLISION,3,431706.88,0.0001,99.956,7844
INSUFICIENCIA RENAL CONGÉNITA,3,56505.08,0.0001,99.9561,7845
"TRASTORNO DE LA ÓRBITA, NO ESPECIFICADO",3,32825.04,0.0001,99.9562,7846
DISTONIA BUCOFACIAL IDIOPATICA,3,312471.46,0.0001,99.9563,7847
INTOXICACIÓN ALCOHÓLICA MODERADA,3,49752.5,0.0001,99.9564,7848
INTOXICACIÓN ALIMENTARIA DEBIDA A BACILLUS CEREUS,3,33890.29,0.0001,99.9565,7849
FIEBRE DE ORIGEN DESCONOCIDO,3,2263.84,0.0001,99.9566,7850
"MUCORMICOSIS, SIN OTRA ESPECIFICACIÓN",3,419816.35,0.0001,99.9567,7851
KERNICTERUS DEBIDO A INCOMPATIBILIDAD,3,270852.35,0.0001,99.9568,7852
TRASTORNO DE DOLOR PERSISTENTE SOMATOMORFO,3,49633.090000000004,0.0001,99.9569,7853
"RETRASO MENTAL LEVE, OTROS DETERIOROS DEL COMPORTAMIENTO",3,84536.01000000001,0.0001,99.957,7854
"ENFISEMA INTERSTICIAL Y AFECCIONES RELACIONADAS, ORIGINADAS EN EL PERIODO PERINATAL",3,754031.88,0.0001,99.9571,7855
"CONTACTO TRAUMÁTICO CON OTROS ANIMALES VENENOSOS ESPECIFICADOS, LUGAR NO ESPECIFICADO",3,19618.97,0.0001,99.9572,7856
"TRASTORNO DE LA PIGMENTACIÓN, NO ESPECIFICADO",3,53615.86,0.0001,99.9573,7857
DISPONÍA BUCOFACIAL IDIOPÁTICA,3,46253.46,0.0001,99.9574,7858
ALOPECIA CICATRICIAL [PERDIDA CICATRICIAL DEL PELO],3,40522.26,0.0001,99.9575,7859
ALOPECIA CONGÉNITA,3,20819.17,0.0001,99.9576,7860
"CONTACTO TRAUMÁTICO CON SERPIENTES Y LAGARTOS VENENOSOS, LUGAR NO ESPECIFICADO",3,398684.52,0.0001,99.9577,7861
COCCIDIOIDOMICOSIS DISEMINADA,3,34953.5,0.0001,99.9578,7862
"ALTERACIONES HEREDITARIAS DE LA ESTRUCTURA DENTARIA, NO CLASIFICADAS EN OTRA PARTE",3,11424.5,0.0001,99.9579,7863
FETO Y RECIEN NACIDO AFECTADOS POR CORIOAMNIONITIS,3,18467.0,0.0001,99.958,7864
"FETO Y RECIÉN NACIDO AFECTADOS POR ANESTESIA Y ANALGESIA MATERNA EN EL EMBARAZO, TRABAJO DE PARTO Y EN EL PARTO",3,57707.259999999995,0.0001,99.9581,7865
FETO Y RECIÉN NACIDO AFECTADOS POR SÍNDROMES DE TRANSFUSIÓN PLACENTARIA,3,383774.61,0.0001,99.9582,7866
BURSITIS GONOCOCICA (A54.4Å),3,47263.77999999999,0.0001,99.9583,7867
REOVIRUS COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPÍTULOS,3,17830.7,0.0001,99.9584,7868
"TRASTORNO DEL COMPORTAMIENTO SOCIAL EN LA NIÑEZ, NO ESPECIFICADO",3,14934.5,0.0001,99.9585,7869
TRASTORNO DEL METABOLISMO DE LOS AMINOACIDOS AZUFRADOS,3,143947.36000000002,0.0001,99.9586,7870
"TRASTORNO DEL METABOLISMO DE LOS AMINOÁCIDOS AROMÁTICOS, NO ESPECIFICADO",3,7375.99,0.0001,99.9587,7871
"TRASTORNO DEL METABOLISMO DE LOS GLUCOSAMINOGLICANOS, NO ESPECIFICADO",3,38138.15,0.0001,99.9588,7872
OTRAS HEMORRAGIAS Y LACERACIONES INTRACRANEALES DEBIDAS A TRAUMATISMO DEL NACIMIENTO,3,64039.1,0.0001,99.9589,7873
FIEBRE RECURRENTE TRANSMITIDA POR GARRAPATAS,3,50000.0,0.0001,99.959,7874
OTROS TRASTORNOS FLICTENULARES ESPECIFICADOS,3,45487.04,0.0001,99.9591,7875
OTROS TRASTORNOS NEUROTICOS,3,34405.23,0.0001,99.9592,7876
ENFERMEDADES REUMATICAS DE LA VALVULA AORTICA,3,70148.88,0.0001,99.9593,7877
AMPUTACION TRAUMATICA DE PARTE DE LA CABEZA,3,25438.04,0.0001,99.9594,7878
OTRAS GANGLIOSIDOSIS,3,165027.0,0.0001,99.9595,7879
RIGIDEZ ABDOMINAL,3,28328.0,0.0001,99.9596,7880
DESGARRO PERINEAL DE TERCER GRADO DURANTE EL PARTO,3,258669.33000000002,0.0001,99.9597,7881
"ÚLCERA GASTROYEYUNAL, AGUDA SIN HEMORRAGIA NI PERFORACIÓN",3,155667.2,0.0001,99.9598,7882
OTROS TIPOS DE ENFERMEDAD DE ALZHEIMER,3,91569.92,0.0001,99.9599,7883
ENVENENAMIENTO POR ANTIBIÓTICOS ANTIMICÓTICOS USADOS SISTÉMICAMENTE,3,66861.94,0.0001,99.96,7884
OTROS ORIFICIOS ARTIFICIALES DE LAS VÍAS URINARIAS,3,147417.08,0.0001,99.9601,7885
"OTROS PARTOS ÚNICOS ASISTIDOS, DE NALGAS",3,107202.24,0.0001,99.9602,7886
"EQUINOCOCOSIS DEL HÍGADO, NO ESPECIFICADA",3,101123.72,0.0001,99.9603,7887
ERITEMA INFECCIOSO (QUINTA ENFERMEDAD),3,26338.500000000004,0.0001,99.9604,7888
POLINEUROPATIA DEBIDA A OTRO AGENTE TOXICO,3,17999.079999999998,0.0001,99.9605,7889
"POLINEUROPATIA EN OTRAS ENFERMEDADES ENDOCRINAS Y METABOLICAS (E00-E07Å, E15-E16Å, E20-E34Å, E70-E89Å)",3,182191.0,0.0001,99.9606,7890
OTITITS EXTERNA EN ENFERMEDADES VÍRALES CLASIFICADAS EN OTRA PARTE,3,22332.74,0.0001,99.9607,7891
OTITITS EXTERNA EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE,3,19461.76,0.0001,99.9608,7892
OTITITS EXTERNA EN OTRAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS CLASIFICADAS EN OTRA PARTE,3,18046.58,0.0001,99.9609,7893
"ENVENENAMIENTO POR DIURETICOS Y OTRAS DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS NO ESPECIFICADAS: MINERALOCORTICOIDES Y SUS ANTAGONISTAS",3,20694.87,0.0001,99.961,7894
AUSENCIA ADQUIRIDA DE MANO Y MUÑECA,3,1811310.65,0.0001,99.9611,7895
AUSENCIA ADQUIRIDA DE OTRAS PARTES DEL TUBO DIGESTIVO,3,13169.93,0.0001,99.9612,7896
ENVENENAMIENTO POR NARCOTICOS Y PSICODISLEPTICOS (ALUCINOGENOS),3,25276.440000000002,0.0001,99.9613,7897
ERITRASMA,3,3875.46,0.0001,99.9614,7898
ENVENENAMIENTO POR GLUCOCORTICOIDES Y ANÁLOGOS SINTÉTICOS,3,71620.04,0.0001,99.9615,7899
ABSCESO AMEBIANO DEL CEREBRO (G07*),3,566861.57,0.0001,99.9616,7900
VIOLENCIA FÍSICA,3,183047.78,0.0001,99.9617,7901
CONGELAMIENTO SUPERFICIAL DE LA RODILLA Y DE LA PIERNA,3,202302.46,0.0001,99.9618,7902
"ACCIDENTE DE VEHICULO DE MOTOR O SIN MOTOR, TIPO DE VEHICULO NO ESPECIFICADO",3,629981.3300000001,0.0001,99.9619,7903
URTICARIA SOLAR,3,122286.67,0.0001,99.962,7904
VULVITIS SUBAGUDA Y CRÓNICA,3,50770.780000000006,0.0001,99.9621,7905
"ABORTO ESPONTANEO: COMPLETO O NO ESPECIFICADO, COMPLICADO CON INFECCION GENITAL Y PELVIANA",3,33391.409999999996,0.0001,99.9622,7906
"ABORTO ESPONTÁNEO INCOMPLETO, COMPLICADO POR EMBOLIA",3,58004.619999999995,0.0001,99.9623,7907
ENVENENAMIENTO POR OTROS ANTIDEPRESIVOS Y LOS NO ESPECIFICADOS,2,11060.65,0.0,99.9623,7908
OTITIS EXTERNA EN MICOSIS,2,27988.649999999998,0.0,99.9623,7909
TRAUMATISMO DE LA VENA SAFENA EXTERNA A NIVEL DE LA PIERNA,2,184951.94,0.0,99.9623,7910
MARASMO NUTRICIONAL,2,46391.43000000001,0.0,99.9623,7911
MENINGITIS TUBERCULOSA (G01*),2,25903.65,0.0,99.9623,7912
SUPERVISION DE PIMIGESTA ANOSA,2,175.81,0.0,99.9623,7913
SUPERVISIÓN DEL USO DE DROGAS ANTICONCEPTIVAS,2,700.0,0.0,99.9623,7914
MENINGISMO,2,7772.19,0.0,99.9623,7915
MENINGITIS CRONICA,2,11319.449999999999,0.0,99.9623,7916
"CAÍDA DESDE, FUERA O A TRAVÉS DE UN EDIFICIO U OTRA CONSTRUCCIÓN, LUGAR NO ESPECIFICADO",2,902636.16,0.0,99.9623,7917
"CAÍDA EN EL MISMO NIVEL POR DESLIZAMIENTO, TROPEZÓN Y TRASPIÉ, ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS",2,20050.39,0.0,99.9623,7918
PRESENCIA DE DISPOSITIVO PARA DRENAJE DE LÍQUIDO CEFALORRAQUÍDEO,2,4705.58,0.0,99.9623,7919
OTITIS EXTERNA MALIGNA,2,78453.5,0.0,99.9623,7920
CARIES DENTARIA DETENIDA,2,4397.33,0.0,99.9623,7921
PRESENCIA DE AUDIFONO EXTERNO,2,9638.17,0.0,99.9623,7922
DEFORMIDADES CONGENITAS DE LOS PIES,2,103790.34,0.0,99.9623,7923
OSTOSCLEROSIS COCLEAR,2,101711.43000000001,0.0,99.9623,7924
"EFECTOS ADVERSOS DE AGENTES ELECTROLITICOS, CALORI",2,30131.36,0.0,99.9623,7925
ARTRESIA DE LOS AGUJEROS DE MAGENDIE Y DE LUSCHKA,2,17069.15,0.0,99.9623,7926
ARTRITIS EN LA ENFERMEDAD DE LYME (A69.2Å),2,65679.42,0.0,99.9623,7927
PESQUISAS PRENATALES,2,108379.89,0.0,99.9623,7928
OTRAS ANEMIAS NUTRICIONALES,2,24757.36,0.0,99.9623,7929
OTRAS ANEMIAS SIDEROBLÁSTICAS,2,19138.28,0.0,99.9623,7930
OTRAS ANOFTALMÍAS,2,9474.0,0.0,99.9623,7931
PERSONA SANA QUE ACOMPAÑA AL ENFERMO,2,12272.43,0.0,99.9623,7932
MIOGLOBINURIA,2,57506.92,0.0,99.9623,7933
MIOSITIS INTERSTICIAL,2,68853.68,0.0,99.9623,7934
"MALFORMACIONES CONGENITAS DEL SISTEMA OSTEOMUSCULAR, NO CLASIFICADAS EN OTRA PARTE",2,90025.14,0.0,99.9623,7935
DESPRENDIMIENTO PREMATURO DE LA PLACENTA [ABRUPTIO PLACENTAE],2,82461.87,0.0,99.9623,7936
TRAUMATISMO DEL ESTÓMAGO,2,6547.84,0.0,99.9623,7937
EFECTO TÓXICO DEL TABACO Y LA NICOTINA,2,18823.960000000003,0.0,99.9623,7938
EFECTO TÓXICO DEL TRICLOROETILENO,2,21159.5,0.0,99.9623,7939
EFECTO TÓXICO DEL VENENO DE OTROS REPTILES,2,7510.26,0.0,99.9623,7940
FETO Y RECIÉN NACIDO AFECTADOS POR CONTRACCIONES UTERINAS ANORMALES,2,220934.47999999998,0.0,99.9623,7941
COLAGENOSIS PERFORANTE REACTIVA,2,1602.5500000000002,0.0,99.9623,7942
ALTERACIONES DE LA SENSIBILIDAD CUTANEA,2,19072.86,0.0,99.9623,7943
CISTICERCOSIS DE OTROS SITIOS,2,18062.5,0.0,99.9623,7944
COAGULACION INTRAVASCULAR DISEMINADA [SINDROME DE DESFIBRINACION],2,107366.37,0.0,99.9623,7945
COCCIDIOIDOMICOSIS CUTANEA,2,386112.75999999995,0.0,99.9623,7946
ENOFTALMIA,2,77829.85,0.0,99.9623,7947
"CONTACTO TRAUMÁTICO CON OTRAS HERRAMIENTAS MANUALES Y ARTEFACTOS DEL HOGAR, CON MOTOR, OTRO LUGAR ESPECIFICADO",2,104520.68,0.0,99.9623,7948
FIEBRE Q,2,39640.67,0.0,99.9623,7949
OTROS TRASTORNOS NEURÓTICOS ESPECIFICADOS,2,4472.15,0.0,99.9623,7950
OTROS TRASTORNOS NO REUMÁTICOS DE LA VÁLVULA MITRAL,2,386821.36000000004,0.0,99.9623,7951
BRONQUITIS AGUDA DEBIDA A VIRUS ECHO,2,31710.05,0.0,99.9623,7952
TRASTORNO DEL HUMOR [AFECTIVOS] PERSISTENTES,2,46318.58,0.0,99.9623,7953
"TRASTORNO DEL HUMOR [AFECTIVO], NO ESPECIFICADO",2,15196.0,0.0,99.9623,7954
